"","country","year","sex","age","suicides_no","population","gdp_for_year","gdp_per_capita","generation","continent"
"15106","Lithuania",2006,"Female","15-24",10,236885,30216060233,9667,"Millenials","Europe"
"15107","Lithuania",2006,"Male","5-14",5,199438,30216060233,9667,"Millenials","Europe"
"15108","Lithuania",2006,"Female","5-14",1,189257,30216060233,9667,"Millenials","Europe"
"15109","Lithuania",2007,"Male","55-74",220,267333,39738180077,12869,"Silent","Europe"
"15110","Lithuania",2007,"Male","75+",51,67551,39738180077,12869,"Silent","Europe"
"15111","Lithuania",2007,"Male","35-54",326,447405,39738180077,12869,"Boomers","Europe"
"15112","Lithuania",2007,"Male","25-34",146,210164,39738180077,12869,"Generation X","Europe"
"15113","Lithuania",2007,"Male","15-24",101,243589,39738180077,12869,"Millenials","Europe"
"15114","Lithuania",2007,"Female","75+",40,164150,39738180077,12869,"Silent","Europe"
"15115","Lithuania",2007,"Female","35-54",60,485943,39738180077,12869,"Boomers","Europe"
"15116","Lithuania",2007,"Female","55-74",46,387684,39738180077,12869,"Silent","Europe"
"15117","Lithuania",2007,"Female","25-34",17,212154,39738180077,12869,"Generation X","Europe"
"15118","Lithuania",2007,"Female","15-24",10,236177,39738180077,12869,"Millenials","Europe"
"15119","Lithuania",2007,"Female","5-14",4,177982,39738180077,12869,"Generation Z","Europe"
"15120","Lithuania",2007,"Male","5-14",4,187735,39738180077,12869,"Generation Z","Europe"
"15121","Lithuania",2008,"Male","35-54",401,444829,47850551149,15669,"Boomers","Europe"
"15122","Lithuania",2008,"Male","75+",56,69533,47850551149,15669,"Silent","Europe"
"15123","Lithuania",2008,"Male","25-34",155,207780,47850551149,15669,"Generation X","Europe"
"15124","Lithuania",2008,"Male","55-74",190,264954,47850551149,15669,"Silent","Europe"
"15125","Lithuania",2008,"Male","15-24",114,242106,47850551149,15669,"Millenials","Europe"
"15126","Lithuania",2008,"Female","75+",36,168662,47850551149,15669,"Silent","Europe"
"15127","Lithuania",2008,"Female","55-74",60,384300,47850551149,15669,"Silent","Europe"
"15128","Lithuania",2008,"Female","35-54",65,483453,47850551149,15669,"Boomers","Europe"
"15129","Lithuania",2008,"Female","15-24",17,234198,47850551149,15669,"Millenials","Europe"
"15130","Lithuania",2008,"Female","25-34",15,208792,47850551149,15669,"Generation X","Europe"
"15131","Lithuania",2008,"Male","5-14",2,177345,47850551149,15669,"Generation Z","Europe"
"15132","Lithuania",2008,"Female","5-14",0,167804,47850551149,15669,"Generation Z","Europe"
"15133","Lithuania",2009,"Male","35-54",428,440281,37440673478,12412,"Boomers","Europe"
"15134","Lithuania",2009,"Male","55-74",239,263507,37440673478,12412,"Silent","Europe"
"15135","Lithuania",2009,"Male","75+",57,71090,37440673478,12412,"Silent","Europe"
"15136","Lithuania",2009,"Male","25-34",116,205749,37440673478,12412,"Generation X","Europe"
"15137","Lithuania",2009,"Male","15-24",109,237032,37440673478,12412,"Millenials","Europe"
"15138","Lithuania",2009,"Female","75+",40,172277,37440673478,12412,"Silent","Europe"
"15139","Lithuania",2009,"Female","35-54",65,480247,37440673478,12412,"Boomers","Europe"
"15140","Lithuania",2009,"Female","55-74",48,381948,37440673478,12412,"Silent","Europe"
"15141","Lithuania",2009,"Female","25-34",15,205781,37440673478,12412,"Generation X","Europe"
"15142","Lithuania",2009,"Female","15-24",16,229147,37440673478,12412,"Millenials","Europe"
"15143","Lithuania",2009,"Male","5-14",3,169250,37440673478,12412,"Generation Z","Europe"
"15144","Lithuania",2009,"Female","5-14",2,160188,37440673478,12412,"Generation Z","Europe"
"15145","Lithuania",2010,"Male","55-74",219,262907,37120517694,12584,"Silent","Europe"
"15146","Lithuania",2010,"Male","35-54",357,430396,37120517694,12584,"Generation X","Europe"
"15147","Lithuania",2010,"Male","75+",49,72479,37120517694,12584,"Silent","Europe"
"15148","Lithuania",2010,"Male","25-34",110,198028,37120517694,12584,"Generation X","Europe"
"15149","Lithuania",2010,"Male","15-24",93,227810,37120517694,12584,"Millenials","Europe"
"15150","Lithuania",2010,"Female","75+",41,175611,37120517694,12584,"Silent","Europe"
"15151","Lithuania",2010,"Female","35-54",72,471491,37120517694,12584,"Generation X","Europe"
"15152","Lithuania",2010,"Female","55-74",50,380465,37120517694,12584,"Silent","Europe"
"15153","Lithuania",2010,"Female","15-24",14,218961,37120517694,12584,"Millenials","Europe"
"15154","Lithuania",2010,"Female","25-34",11,196906,37120517694,12584,"Generation X","Europe"
"15155","Lithuania",2010,"Female","5-14",1,153084,37120517694,12584,"Generation Z","Europe"
"15156","Lithuania",2010,"Male","5-14",1,161599,37120517694,12584,"Generation Z","Europe"
"15157","Lithuania",2011,"Male","35-54",349,420391,43476873413,15097,"Generation X","Europe"
"15158","Lithuania",2011,"Male","55-74",213,262391,43476873413,15097,"Boomers","Europe"
"15159","Lithuania",2011,"Male","75+",56,74328,43476873413,15097,"Silent","Europe"
"15160","Lithuania",2011,"Male","25-34",124,189937,43476873413,15097,"Millenials","Europe"
"15161","Lithuania",2011,"Male","15-24",74,217769,43476873413,15097,"Millenials","Europe"
"15162","Lithuania",2011,"Female","75+",38,179526,43476873413,15097,"Silent","Europe"
"15163","Lithuania",2011,"Female","55-74",68,378929,43476873413,15097,"Boomers","Europe"
"15164","Lithuania",2011,"Female","35-54",67,460566,43476873413,15097,"Generation X","Europe"
"15165","Lithuania",2011,"Female","25-34",17,187312,43476873413,15097,"Millenials","Europe"
"15166","Lithuania",2011,"Female","15-24",10,207726,43476873413,15097,"Millenials","Europe"
"15167","Lithuania",2011,"Female","5-14",1,146411,43476873413,15097,"Generation Z","Europe"
"15168","Lithuania",2011,"Male","5-14",1,154519,43476873413,15097,"Generation Z","Europe"
"15169","Lithuania",2012,"Male","35-54",321,413107,42848195256,15099,"Generation X","Europe"
"15170","Lithuania",2012,"Male","55-74",195,263194,42848195256,15099,"Boomers","Europe"
"15171","Lithuania",2012,"Male","75+",53,76080,42848195256,15099,"Silent","Europe"
"15172","Lithuania",2012,"Male","25-34",117,187811,42848195256,15099,"Millenials","Europe"
"15173","Lithuania",2012,"Male","15-24",64,209964,42848195256,15099,"Millenials","Europe"
"15174","Lithuania",2012,"Female","75+",37,183510,42848195256,15099,"Silent","Europe"
"15175","Lithuania",2012,"Female","35-54",74,451819,42848195256,15099,"Generation X","Europe"
"15176","Lithuania",2012,"Female","55-74",45,378541,42848195256,15099,"Boomers","Europe"
"15177","Lithuania",2012,"Female","25-34",10,183799,42848195256,15099,"Millenials","Europe"
"15178","Lithuania",2012,"Female","15-24",8,199629,42848195256,15099,"Millenials","Europe"
"15179","Lithuania",2012,"Male","5-14",3,149055,42848195256,15099,"Generation Z","Europe"
"15180","Lithuania",2012,"Female","5-14",0,141261,42848195256,15099,"Generation Z","Europe"
"15181","Lithuania",2013,"Male","35-54",382,405191,46417340375,16538,"Generation X","Europe"
"15182","Lithuania",2013,"Male","55-74",223,265835,46417340375,16538,"Boomers","Europe"
"15183","Lithuania",2013,"Male","75+",63,77510,46417340375,16538,"Silent","Europe"
"15184","Lithuania",2013,"Male","25-34",121,188010,46417340375,16538,"Millenials","Europe"
"15185","Lithuania",2013,"Male","15-24",96,203647,46417340375,16538,"Millenials","Europe"
"15186","Lithuania",2013,"Female","75+",40,186711,46417340375,16538,"Silent","Europe"
"15187","Lithuania",2013,"Female","35-54",75,442140,46417340375,16538,"Generation X","Europe"
"15188","Lithuania",2013,"Female","25-34",22,182444,46417340375,16538,"Millenials","Europe"
"15189","Lithuania",2013,"Female","55-74",41,380096,46417340375,16538,"Boomers","Europe"
"15190","Lithuania",2013,"Female","15-24",17,192772,46417340375,16538,"Millenials","Europe"
"15191","Lithuania",2013,"Female","5-14",3,137471,46417340375,16538,"Generation Z","Europe"
"15192","Lithuania",2013,"Male","5-14",2,144800,46417340375,16538,"Generation Z","Europe"
"15193","Lithuania",2014,"Male","75+",72,78763,48516371721,17442,"Silent","Europe"
"15194","Lithuania",2014,"Male","35-54",309,396758,48516371721,17442,"Generation X","Europe"
"15195","Lithuania",2014,"Male","55-74",204,269618,48516371721,17442,"Boomers","Europe"
"15196","Lithuania",2014,"Male","25-34",94,189300,48516371721,17442,"Millenials","Europe"
"15197","Lithuania",2014,"Male","15-24",88,197504,48516371721,17442,"Millenials","Europe"
"15198","Lithuania",2014,"Female","75+",45,189437,48516371721,17442,"Silent","Europe"
"15199","Lithuania",2014,"Female","55-74",47,383128,48516371721,17442,"Boomers","Europe"
"15200","Lithuania",2014,"Female","35-54",43,431495,48516371721,17442,"Generation X","Europe"
"15201","Lithuania",2014,"Female","15-24",12,186406,48516371721,17442,"Millenials","Europe"
"15202","Lithuania",2014,"Female","25-34",11,182183,48516371721,17442,"Millenials","Europe"
"15203","Lithuania",2014,"Female","5-14",3,135051,48516371721,17442,"Generation Z","Europe"
"15204","Lithuania",2014,"Male","5-14",2,141934,48516371721,17442,"Generation Z","Europe"
"15205","Lithuania",2015,"Male","75+",67,79672,41508609233,15073,"Silent","Europe"
"15206","Lithuania",2015,"Male","55-74",216,273776,41508609233,15073,"Boomers","Europe"
"15207","Lithuania",2015,"Male","35-54",275,387255,41508609233,15073,"Generation X","Europe"
"15208","Lithuania",2015,"Male","25-34",101,190800,41508609233,15073,"Millenials","Europe"
"15209","Lithuania",2015,"Male","15-24",66,188903,41508609233,15073,"Millenials","Europe"
"15210","Lithuania",2015,"Female","75+",38,191358,41508609233,15073,"Silent","Europe"
"15211","Lithuania",2015,"Female","55-74",55,386892,41508609233,15073,"Boomers","Europe"
"15212","Lithuania",2015,"Female","35-54",46,419841,41508609233,15073,"Generation X","Europe"
"15213","Lithuania",2015,"Female","25-34",17,182926,41508609233,15073,"Millenials","Europe"
"15214","Lithuania",2015,"Female","15-24",10,178882,41508609233,15073,"Millenials","Europe"
"15215","Lithuania",2015,"Female","5-14",3,133506,41508609233,15073,"Generation Z","Europe"
"15216","Lithuania",2015,"Male","5-14",2,140115,41508609233,15073,"Generation Z","Europe"
"15217","Luxembourg",1985,"Male","75+",6,6900,4738559685,13743,"G.I. Generation","Europe"
"15218","Luxembourg",1985,"Male","55-74",14,30200,4738559685,13743,"G.I. Generation","Europe"
"15219","Luxembourg",1985,"Female","75+",4,13500,4738559685,13743,"G.I. Generation","Europe"
"15220","Luxembourg",1985,"Male","35-54",12,50200,4738559685,13743,"Silent","Europe"
"15221","Luxembourg",1985,"Female","25-34",6,29800,4738559685,13743,"Boomers","Europe"
"15222","Luxembourg",1985,"Female","35-54",5,47900,4738559685,13743,"Silent","Europe"
"15223","Luxembourg",1985,"Male","25-34",3,29900,4738559685,13743,"Boomers","Europe"
"15224","Luxembourg",1985,"Male","5-14",2,21700,4738559685,13743,"Generation X","Europe"
"15225","Luxembourg",1985,"Male","15-24",2,28100,4738559685,13743,"Generation X","Europe"
"15226","Luxembourg",1985,"Female","15-24",1,27800,4738559685,13743,"Generation X","Europe"
"15227","Luxembourg",1985,"Female","5-14",0,20500,4738559685,13743,"Generation X","Europe"
"15228","Luxembourg",1985,"Female","55-74",0,38300,4738559685,13743,"G.I. Generation","Europe"
"15229","Luxembourg",1986,"Male","75+",3,7100,6921264132,20004,"G.I. Generation","Europe"
"15230","Luxembourg",1986,"Male","55-74",13,30800,6921264132,20004,"G.I. Generation","Europe"
"15231","Luxembourg",1986,"Male","25-34",7,30200,6921264132,20004,"Boomers","Europe"
"15232","Luxembourg",1986,"Male","35-54",11,50300,6921264132,20004,"Silent","Europe"
"15233","Luxembourg",1986,"Female","55-74",7,38600,6921264132,20004,"G.I. Generation","Europe"
"15234","Luxembourg",1986,"Female","25-34",4,30200,6921264132,20004,"Boomers","Europe"
"15235","Luxembourg",1986,"Male","15-24",3,27800,6921264132,20004,"Generation X","Europe"
"15236","Luxembourg",1986,"Female","75+",1,13900,6921264132,20004,"G.I. Generation","Europe"
"15237","Luxembourg",1986,"Female","35-54",2,47900,6921264132,20004,"Silent","Europe"
"15238","Luxembourg",1986,"Female","15-24",0,27500,6921264132,20004,"Generation X","Europe"
"15239","Luxembourg",1986,"Female","5-14",0,20300,6921264132,20004,"Generation X","Europe"
"15240","Luxembourg",1986,"Male","5-14",0,21400,6921264132,20004,"Generation X","Europe"
"15241","Luxembourg",1987,"Male","75+",3,7200,8614215559,24654,"G.I. Generation","Europe"
"15242","Luxembourg",1987,"Male","35-54",19,51000,8614215559,24654,"Silent","Europe"
"15243","Luxembourg",1987,"Male","25-34",10,31100,8614215559,24654,"Boomers","Europe"
"15244","Luxembourg",1987,"Female","55-74",12,39000,8614215559,24654,"G.I. Generation","Europe"
"15245","Luxembourg",1987,"Male","55-74",9,31500,8614215559,24654,"G.I. Generation","Europe"
"15246","Luxembourg",1987,"Female","75+",3,14400,8614215559,24654,"G.I. Generation","Europe"
"15247","Luxembourg",1987,"Female","35-54",8,48600,8614215559,24654,"Silent","Europe"
"15248","Luxembourg",1987,"Male","15-24",4,27400,8614215559,24654,"Generation X","Europe"
"15249","Luxembourg",1987,"Female","15-24",3,26500,8614215559,24654,"Generation X","Europe"
"15250","Luxembourg",1987,"Female","25-34",3,31200,8614215559,24654,"Boomers","Europe"
"15251","Luxembourg",1987,"Female","5-14",0,20200,8614215559,24654,"Generation X","Europe"
"15252","Luxembourg",1987,"Male","5-14",0,21300,8614215559,24654,"Generation X","Europe"
"15253","Luxembourg",1988,"Male","25-34",15,31700,9750161053,27676,"Boomers","Europe"
"15254","Luxembourg",1988,"Male","55-74",14,31700,9750161053,27676,"G.I. Generation","Europe"
"15255","Luxembourg",1988,"Male","35-54",18,51900,9750161053,27676,"Silent","Europe"
"15256","Luxembourg",1988,"Male","75+",2,7300,9750161053,27676,"G.I. Generation","Europe"
"15257","Luxembourg",1988,"Female","55-74",8,39000,9750161053,27676,"G.I. Generation","Europe"
"15258","Luxembourg",1988,"Male","15-24",3,27000,9750161053,27676,"Generation X","Europe"
"15259","Luxembourg",1988,"Female","35-54",5,49400,9750161053,27676,"Silent","Europe"
"15260","Luxembourg",1988,"Female","25-34",3,31600,9750161053,27676,"Boomers","Europe"
"15261","Luxembourg",1988,"Female","75+",1,14900,9750161053,27676,"G.I. Generation","Europe"
"15262","Luxembourg",1988,"Female","15-24",0,25900,9750161053,27676,"Generation X","Europe"
"15263","Luxembourg",1988,"Female","5-14",0,20400,9750161053,27676,"Generation X","Europe"
"15264","Luxembourg",1988,"Male","5-14",0,21500,9750161053,27676,"Generation X","Europe"
"15265","Luxembourg",1989,"Male","75+",5,7600,10391504709,29239,"G.I. Generation","Europe"
"15266","Luxembourg",1989,"Male","55-74",13,32000,10391504709,29239,"G.I. Generation","Europe"
"15267","Luxembourg",1989,"Male","35-54",20,52900,10391504709,29239,"Silent","Europe"
"15268","Luxembourg",1989,"Male","25-34",9,32500,10391504709,29239,"Boomers","Europe"
"15269","Luxembourg",1989,"Male","15-24",6,26300,10391504709,29239,"Generation X","Europe"
"15270","Luxembourg",1989,"Female","75+",3,15300,10391504709,29239,"G.I. Generation","Europe"
"15271","Luxembourg",1989,"Female","35-54",7,50200,10391504709,29239,"Silent","Europe"
"15272","Luxembourg",1989,"Female","55-74",4,39100,10391504709,29239,"G.I. Generation","Europe"
"15273","Luxembourg",1989,"Female","25-34",3,31900,10391504709,29239,"Boomers","Europe"
"15274","Luxembourg",1989,"Female","5-14",1,20700,10391504709,29239,"Generation X","Europe"
"15275","Luxembourg",1989,"Male","5-14",1,21700,10391504709,29239,"Generation X","Europe"
"15276","Luxembourg",1989,"Female","15-24",1,25200,10391504709,29239,"Generation X","Europe"
"15277","Luxembourg",1990,"Male","75+",4,7700,13229247948,36871,"G.I. Generation","Europe"
"15278","Luxembourg",1990,"Male","55-74",12,32400,13229247948,36871,"G.I. Generation","Europe"
"15279","Luxembourg",1990,"Male","35-54",16,53800,13229247948,36871,"Silent","Europe"
"15280","Luxembourg",1990,"Male","25-34",9,33200,13229247948,36871,"Boomers","Europe"
"15281","Luxembourg",1990,"Female","75+",4,15500,13229247948,36871,"G.I. Generation","Europe"
"15282","Luxembourg",1990,"Male","15-24",6,25900,13229247948,36871,"Generation X","Europe"
"15283","Luxembourg",1990,"Female","35-54",10,51100,13229247948,36871,"Silent","Europe"
"15284","Luxembourg",1990,"Female","55-74",5,39200,13229247948,36871,"G.I. Generation","Europe"
"15285","Luxembourg",1990,"Female","25-34",2,32300,13229247948,36871,"Boomers","Europe"
"15286","Luxembourg",1990,"Female","15-24",0,24700,13229247948,36871,"Generation X","Europe"
"15287","Luxembourg",1990,"Female","5-14",0,21000,13229247948,36871,"Generation X","Europe"
"15288","Luxembourg",1990,"Male","5-14",0,22000,13229247948,36871,"Generation X","Europe"
"15289","Luxembourg",1991,"Male","75+",8,7700,14321878795,39465,"G.I. Generation","Europe"
"15290","Luxembourg",1991,"Male","55-74",16,32900,14321878795,39465,"Silent","Europe"
"15291","Luxembourg",1991,"Male","35-54",17,55000,14321878795,39465,"Boomers","Europe"
"15292","Luxembourg",1991,"Male","25-34",9,34000,14321878795,39465,"Boomers","Europe"
"15293","Luxembourg",1991,"Female","35-54",12,52100,14321878795,39465,"Boomers","Europe"
"15294","Luxembourg",1991,"Female","55-74",9,39500,14321878795,39465,"Silent","Europe"
"15295","Luxembourg",1991,"Male","15-24",4,25600,14321878795,39465,"Generation X","Europe"
"15296","Luxembourg",1991,"Female","75+",1,15600,14321878795,39465,"G.I. Generation","Europe"
"15297","Luxembourg",1991,"Female","25-34",1,32600,14321878795,39465,"Boomers","Europe"
"15298","Luxembourg",1991,"Female","15-24",0,24300,14321878795,39465,"Generation X","Europe"
"15299","Luxembourg",1991,"Female","5-14",0,21200,14321878795,39465,"Millenials","Europe"
"15300","Luxembourg",1991,"Male","5-14",0,22400,14321878795,39465,"Millenials","Europe"
"15301","Luxembourg",1992,"Male","75+",6,7600,16065740778,43740,"G.I. Generation","Europe"
"15302","Luxembourg",1992,"Female","75+",4,15500,16065740778,43740,"G.I. Generation","Europe"
"15303","Luxembourg",1992,"Female","55-74",10,40100,16065740778,43740,"Silent","Europe"
"15304","Luxembourg",1992,"Male","55-74",7,33400,16065740778,43740,"Silent","Europe"
"15305","Luxembourg",1992,"Female","35-54",10,53200,16065740778,43740,"Boomers","Europe"
"15306","Luxembourg",1992,"Male","35-54",9,56100,16065740778,43740,"Boomers","Europe"
"15307","Luxembourg",1992,"Male","25-34",5,34600,16065740778,43740,"Boomers","Europe"
"15308","Luxembourg",1992,"Female","25-34",4,33100,16065740778,43740,"Boomers","Europe"
"15309","Luxembourg",1992,"Female","15-24",2,23800,16065740778,43740,"Generation X","Europe"
"15310","Luxembourg",1992,"Male","15-24",2,25200,16065740778,43740,"Generation X","Europe"
"15311","Luxembourg",1992,"Female","5-14",0,21800,16065740778,43740,"Millenials","Europe"
"15312","Luxembourg",1992,"Male","5-14",0,22900,16065740778,43740,"Millenials","Europe"
"15313","Luxembourg",1993,"Male","75+",4,7500,16486900187,44320,"G.I. Generation","Europe"
"15314","Luxembourg",1993,"Male","15-24",10,24900,16486900187,44320,"Generation X","Europe"
"15315","Luxembourg",1993,"Male","35-54",22,57300,16486900187,44320,"Boomers","Europe"
"15316","Luxembourg",1993,"Female","55-74",8,40800,16486900187,44320,"Silent","Europe"
"15317","Luxembourg",1993,"Male","55-74",6,34200,16486900187,44320,"Silent","Europe"
"15318","Luxembourg",1993,"Male","25-34",6,34900,16486900187,44320,"Boomers","Europe"
"15319","Luxembourg",1993,"Female","35-54",5,54200,16486900187,44320,"Boomers","Europe"
"15320","Luxembourg",1993,"Female","75+",1,15300,16486900187,44320,"G.I. Generation","Europe"
"15321","Luxembourg",1993,"Female","25-34",2,33500,16486900187,44320,"Boomers","Europe"
"15322","Luxembourg",1993,"Female","15-24",0,23700,16486900187,44320,"Generation X","Europe"
"15323","Luxembourg",1993,"Female","5-14",0,22300,16486900187,44320,"Millenials","Europe"
"15324","Luxembourg",1993,"Male","5-14",0,23400,16486900187,44320,"Millenials","Europe"
"15325","Luxembourg",1994,"Male","75+",8,7500,18325791415,48610,"G.I. Generation","Europe"
"15326","Luxembourg",1994,"Male","55-74",15,35000,18325791415,48610,"Silent","Europe"
"15327","Luxembourg",1994,"Male","35-54",22,58400,18325791415,48610,"Boomers","Europe"
"15328","Luxembourg",1994,"Male","15-24",7,24700,18325791415,48610,"Generation X","Europe"
"15329","Luxembourg",1994,"Male","25-34",9,35000,18325791415,48610,"Boomers","Europe"
"15330","Luxembourg",1994,"Female","55-74",5,41300,18325791415,48610,"Silent","Europe"
"15331","Luxembourg",1994,"Female","35-54",4,55400,18325791415,48610,"Boomers","Europe"
"15332","Luxembourg",1994,"Female","75+",1,15300,18325791415,48610,"G.I. Generation","Europe"
"15333","Luxembourg",1994,"Female","25-34",2,33900,18325791415,48610,"Boomers","Europe"
"15334","Luxembourg",1994,"Female","15-24",1,23700,18325791415,48610,"Generation X","Europe"
"15335","Luxembourg",1994,"Female","5-14",0,22900,18325791415,48610,"Millenials","Europe"
"15336","Luxembourg",1994,"Male","5-14",0,23900,18325791415,48610,"Millenials","Europe"
"15337","Luxembourg",1995,"Male","75+",4,7400,21588170498,56499,"G.I. Generation","Europe"
"15338","Luxembourg",1995,"Male","55-74",11,35500,21588170498,56499,"Silent","Europe"
"15339","Luxembourg",1995,"Male","35-54",17,59600,21588170498,56499,"Boomers","Europe"
"15340","Luxembourg",1995,"Male","25-34",8,35300,21588170498,56499,"Generation X","Europe"
"15341","Luxembourg",1995,"Male","15-24",5,24500,21588170498,56499,"Generation X","Europe"
"15342","Luxembourg",1995,"Female","75+",3,15700,21588170498,56499,"G.I. Generation","Europe"
"15343","Luxembourg",1995,"Female","35-54",8,56600,21588170498,56499,"Boomers","Europe"
"15344","Luxembourg",1995,"Female","25-34",3,34100,21588170498,56499,"Generation X","Europe"
"15345","Luxembourg",1995,"Female","55-74",3,41700,21588170498,56499,"Silent","Europe"
"15346","Luxembourg",1995,"Female","15-24",1,23700,21588170498,56499,"Generation X","Europe"
"15347","Luxembourg",1995,"Female","5-14",0,23400,21588170498,56499,"Millenials","Europe"
"15348","Luxembourg",1995,"Male","5-14",0,24600,21588170498,56499,"Millenials","Europe"
"15349","Luxembourg",1996,"Male","75+",5,7600,21776609772,56169,"G.I. Generation","Europe"
"15350","Luxembourg",1996,"Male","55-74",18,36000,21776609772,56169,"Silent","Europe"
"15351","Luxembourg",1996,"Male","35-54",22,61000,21776609772,56169,"Boomers","Europe"
"15352","Luxembourg",1996,"Female","35-54",10,58100,21776609772,56169,"Boomers","Europe"
"15353","Luxembourg",1996,"Male","25-34",5,35400,21776609772,56169,"Generation X","Europe"
"15354","Luxembourg",1996,"Female","75+",2,16200,21776609772,56169,"G.I. Generation","Europe"
"15355","Luxembourg",1996,"Male","15-24",3,24400,21776609772,56169,"Generation X","Europe"
"15356","Luxembourg",1996,"Female","15-24",2,23800,21776609772,56169,"Generation X","Europe"
"15357","Luxembourg",1996,"Female","55-74",3,41800,21776609772,56169,"Silent","Europe"
"15358","Luxembourg",1996,"Female","25-34",2,34300,21776609772,56169,"Generation X","Europe"
"15359","Luxembourg",1996,"Female","5-14",0,23900,21776609772,56169,"Millenials","Europe"
"15360","Luxembourg",1996,"Male","5-14",0,25200,21776609772,56169,"Millenials","Europe"
"15361","Luxembourg",1997,"Male","75+",10,7600,19731912494,50260,"G.I. Generation","Europe"
"15362","Luxembourg",1997,"Male","35-54",23,62500,19731912494,50260,"Boomers","Europe"
"15363","Luxembourg",1997,"Male","55-74",13,36500,19731912494,50260,"Silent","Europe"
"15364","Luxembourg",1997,"Male","15-24",7,24400,19731912494,50260,"Generation X","Europe"
"15365","Luxembourg",1997,"Male","25-34",7,35500,19731912494,50260,"Generation X","Europe"
"15366","Luxembourg",1997,"Female","55-74",8,42000,19731912494,50260,"Silent","Europe"
"15367","Luxembourg",1997,"Female","25-34",6,34400,19731912494,50260,"Generation X","Europe"
"15368","Luxembourg",1997,"Female","35-54",5,59500,19731912494,50260,"Boomers","Europe"
"15369","Luxembourg",1997,"Female","75+",1,16500,19731912494,50260,"G.I. Generation","Europe"
"15370","Luxembourg",1997,"Female","15-24",1,23600,19731912494,50260,"Generation X","Europe"
"15371","Luxembourg",1997,"Female","5-14",0,24500,19731912494,50260,"Millenials","Europe"
"15372","Luxembourg",1997,"Male","5-14",0,25600,19731912494,50260,"Millenials","Europe"
"15373","Luxembourg",1998,"Male","75+",4,7766,20209122027,50788,"G.I. Generation","Europe"
"15374","Luxembourg",1998,"Male","35-54",22,63893,20209122027,50788,"Boomers","Europe"
"15375","Luxembourg",1998,"Male","55-74",11,37286,20209122027,50788,"Silent","Europe"
"15376","Luxembourg",1998,"Male","25-34",7,35156,20209122027,50788,"Generation X","Europe"
"15377","Luxembourg",1998,"Female","75+",3,16885,20209122027,50788,"G.I. Generation","Europe"
"15378","Luxembourg",1998,"Male","15-24",4,24415,20209122027,50788,"Generation X","Europe"
"15379","Luxembourg",1998,"Female","55-74",4,42149,20209122027,50788,"Silent","Europe"
"15380","Luxembourg",1998,"Female","35-54",5,61065,20209122027,50788,"Boomers","Europe"
"15381","Luxembourg",1998,"Female","25-34",2,34112,20209122027,50788,"Generation X","Europe"
"15382","Luxembourg",1998,"Female","15-24",1,23701,20209122027,50788,"Generation X","Europe"
"15383","Luxembourg",1998,"Female","5-14",1,25057,20209122027,50788,"Millenials","Europe"
"15384","Luxembourg",1998,"Male","5-14",0,26430,20209122027,50788,"Millenials","Europe"
"15385","Luxembourg",1999,"Male","75+",4,7879,22235929043,55054,"G.I. Generation","Europe"
"15386","Luxembourg",1999,"Male","35-54",20,65502,22235929043,55054,"Boomers","Europe"
"15387","Luxembourg",1999,"Male","55-74",11,37992,22235929043,55054,"Silent","Europe"
"15388","Luxembourg",1999,"Male","25-34",9,34774,22235929043,55054,"Generation X","Europe"
"15389","Luxembourg",1999,"Male","15-24",5,24781,22235929043,55054,"Generation X","Europe"
"15390","Luxembourg",1999,"Female","75+",3,17336,22235929043,55054,"G.I. Generation","Europe"
"15391","Luxembourg",1999,"Female","35-54",9,62509,22235929043,55054,"Boomers","Europe"
"15392","Luxembourg",1999,"Female","55-74",6,42307,22235929043,55054,"Silent","Europe"
"15393","Luxembourg",1999,"Female","25-34",2,33805,22235929043,55054,"Generation X","Europe"
"15394","Luxembourg",1999,"Female","5-14",1,25830,22235929043,55054,"Millenials","Europe"
"15395","Luxembourg",1999,"Female","15-24",0,23941,22235929043,55054,"Generation X","Europe"
"15396","Luxembourg",1999,"Male","5-14",0,27234,22235929043,55054,"Millenials","Europe"
"15397","Luxembourg",2000,"Male","75+",7,8005,21263514833,51841,"G.I. Generation","Europe"
"15398","Luxembourg",2000,"Male","55-74",15,38593,21263514833,51841,"Silent","Europe"
"15399","Luxembourg",2000,"Male","35-54",15,67181,21263514833,51841,"Boomers","Europe"
"15400","Luxembourg",2000,"Male","25-34",7,34441,21263514833,51841,"Generation X","Europe"
"15401","Luxembourg",2000,"Female","55-74",8,42411,21263514833,51841,"Silent","Europe"
"15402","Luxembourg",2000,"Male","15-24",3,25108,21263514833,51841,"Generation X","Europe"
"15403","Luxembourg",2000,"Female","75+",2,18093,21263514833,51841,"G.I. Generation","Europe"
"15404","Luxembourg",2000,"Female","35-54",3,64046,21263514833,51841,"Boomers","Europe"
"15405","Luxembourg",2000,"Female","15-24",1,24072,21263514833,51841,"Generation X","Europe"
"15406","Luxembourg",2000,"Female","25-34",1,33595,21263514833,51841,"Generation X","Europe"
"15407","Luxembourg",2000,"Female","5-14",0,26627,21263514833,51841,"Millenials","Europe"
"15408","Luxembourg",2000,"Male","5-14",0,27992,21263514833,51841,"Millenials","Europe"
"15409","Luxembourg",2001,"Male","75+",5,8307,21272418792,51391,"Silent","Europe"
